urn:val:signal:dec07a29b:n3grvl:03,fr,,"N3-GRVL (Gravel) - Difficile"
urn:val:signal:dec07a29b:n3grvl:03,nl,,"N3-GRVL (Gravel) - Moeilijk"
urn:val:signal:dec07a29b:n3grvl:03,en,,"N3-GRVL (Gravel) - Difficult"
urn:val:signal:dec07a29b:n3grvl:03,de,,"N3-GRVL (Gravel) - Schwierig"
urn:val:signal:dec07a29b:n3grvl:04,fr,,"N3-GRVL (Gravel) - Expert"
urn:val:signal:dec07a29b:n3grvl:04,nl,,"N3-GRVL (Gravel) - Expert"
urn:val:signal:dec07a29b:n3grvl:04,en,,"N3-GRVL (Gravel) - Expert"
urn:val:signal:dec07a29b:n3grvl:04,de,,"N3-GRVL (Gravel) - Experten"
urn:val:signal:dec07a29b:n3xc:00,fr,,"N3-XC (Cross-Country) - Liaison"
urn:val:signal:dec07a29b:n3xc:00,nl,,"N3-XC (Cross-Country) - Verbinding"
urn:val:signal:dec07a29b:n3xc:00,en,,"N3-XC (Cross-Country) - Linking"
urn:val:signal:dec07a29b:n3xc:00,de,,"N3-XC (Cross-Country) - Verbindung"
urn:val:signal:dec07a29b:n3xc:01,fr,,"N3-XC (Cross-Country) - Facile"
urn:val:signal:dec07a29b:n3xc:01,nl,,"N3-XC (Cross-Country) - Gemakkelijk"
urn:val:signal:dec07a29b:n3xc:01,en,,"N3-XC (Cross-Country) - Easy"
urn:val:signal:dec07a29b:n3xc:01,de,,"N3-XC (Cross-Country) - Einfach"
urn:val:signal:dec07a29b:n3xc:02,fr,,"N3-XC (Cross-Country) - Intermédiaire"
urn:val:signal:dec07a29b:n3xc:02,nl,,"N3-XC (Cross-Country) - Gemiddeld"
urn:val:signal:dec07a29b:n3xc:02,en,,"N3-XC (Cross-Country) - Intermediate"
urn:val:signal:dec07a29b:n3xc:02,de,,"N3-XC (Cross-Country) - Mittlere"
urn:val:signal:dec07a29b:n3xc:03,fr,,"N3-XC (Cross-Country) - Difficile"
urn:val:signal:dec07a29b:n3xc:03,nl,,"N3-XC (Cross-Country) - Moeilijk"
urn:val:signal:dec07a29b:n3xc:03,en,,"N3-XC (Cross-Country) - Difficult"
urn:val:signal:dec07a29b:n3xc:03,de,,"N3-XC (Cross-Country) - Schwierig"
urn:val:signal:dec07a29b:n3xc:04,fr,,"N3-XC (Cross-Country) - Expert"
urn:val:signal:dec07a29b:n3xc:04,nl,,"N3-XC (Cross-Country) - Expert"
urn:val:signal:dec07a29b:n3xc:04,en,,"N3-XC (Cross-Country) - Expert"
urn:val:signal:dec07a29b:n3xc:04,de,,"N3-XC (Cross-Country) - Experten"
urn:val:signal:dec07a29b:n3en:00,fr,,"N3-EN (Enduro) - Liaison"
urn:val:signal:dec07a29b:n3en:00,nl,,"N3-EN (Enduro) - Verbinding"
urn:val:signal:dec07a29b:n3en:00,en,,"N3-EN (Enduro) - Linking"
urn:val:signal:dec07a29b:n3en:00,de,,"N3-EN (Enduro) - Verbindung"
urn:val:signal:dec07a29b:n3en:01,fr,,"N3-EN (Enduro) - Facile"
urn:val:signal:dec07a29b:n3en:01,nl,,"N3-EN (Enduro) - Gemakkelijk"
urn:val:signal:dec07a29b:n3en:01,en,,"N3-EN (Enduro) - Easy"
urn:val:signal:dec07a29b:n3en:01,de,,"N3-EN (Enduro) - Einfach"
urn:val:signal:dec07a29b:n3en:02,fr,,"N3-EN (Enduro) - Intermédiaire"
urn:val:signal:dec07a29b:n3en:02,nl,,"N3-EN (Enduro) - Gemiddeld"
urn:val:signal:dec07a29b:n3en:02,en,,"N3-EN (Enduro) - Intermediate"
urn:val:signal:dec07a29b:n3en:02,de,,"N3-EN (Enduro) - Mittlere"
urn:val:signal:dec07a29b:n3en:03,fr,,"N3-EN (Enduro) - Difficile"
urn:val:signal:dec07a29b:n3en:03,nl,,"N3-EN (Enduro) - Moeilijk"
urn:val:signal:dec07a29b:n3en:03,en,,"N3-EN (Enduro) - Difficult"
urn:val:signal:dec07a29b:n3en:03,de,,"N3-EN (Enduro) - Schwierig"
urn:val:signal:dec07a29b:n3en:04,fr,,"N3-EN (Enduro) - Expert"
urn:val:signal:dec07a29b:n3en:04,nl,,"N3-EN (Enduro) - Expert"
urn:val:signal:dec07a29b:n3en:04,en,,"N3-EN (Enduro) - Expert"
urn:val:signal:dec07a29b:n3en:04,de,,"N3-EN (Enduro) - Experten"
urn:val:signal:dec07a29b:n3dhfr:00,fr,,"N3-DHFR (Descente/Freestyle) - Liaison"
urn:val:signal:dec07a29b:n3dhfr:00,nl,,"N3-DHFR (Downhill)/Freestyle) - Verbinding"
urn:val:signal:dec07a29b:n3dhfr:00,en,,"N3-DHFR (Downhill)/Freestyle) - Linking"
urn:val:signal:dec07a29b:n3dhfr:00,de,,"N3-DHFR (Downhill)/Freestyle) - Verbindung"
urn:val:signal:dec07a29b:n3dhfr:01,fr,,"N3-DHFR (Descente/Freestyle) - Facile"
urn:val:signal:dec07a29b:n3dhfr:01,nl,,"N3-DHFR (Downhill)/Freestyle) - Gemakkelijk"
urn:val:signal:dec07a29b:n3dhfr:01,en,,"N3-DHFR (Downhill)/Freestyle) - Easy"
urn:val:signal:dec07a29b:n3dhfr:01,de,,"N3-DHFR (Downhill)/Freestyle) - Einfach"
urn:val:signal:dec07a29b:n3dhfr:02,fr,,"N3-DHFR (Descente/Freestyle) - Intermédiaire"
urn:val:signal:dec07a29b:n3dhfr:02,nl,,"N3-DHFR (Downhill)/Freestyle) - Gemiddeld"
urn:val:signal:dec07a29b:n3dhfr:02,en,,"N3-DHFR (Downhill)/Freestyle) - Intermediate"
urn:val:signal:dec07a29b:n3dhfr:02,de,,"N3-DHFR (Downhill)/Freestyle) - Mittlere"
