nom$estActiveUrn$estActiveUrn_fr$estActiveUrn_nl$estActiveUrn_en$estActiveUrn_de$typeOffre$typeOffre_fr$typeOffre_nl$typeOffre_en$typeOffre_de$adresse1_rue$adresse1_numero$adresse1_boite$adresse1_idIns$adresse1_ins$adresse1_cp$adresse1_localite_fr$adresse1_localite_nl$adresse1_localite_en$adresse1_localite_de$adresse1_commune_fr$adresse1_commune_nl$adresse1_commune_en$adresse1_commune_de$adresse1_lieuPrecis$adresse1_provinceUrn_urn$adresse1_provinceUrn_fr$adresse1_provinceUrn_nl$adresse1_provinceUrn_en$adresse1_provinceUrn_de$adresse1_pays_urn$adresse1_pays_fr$adresse1_pays_nl$adresse1_pays_en$adresse1_pays_de$adresse1_lambertX$adresse1_lambertY$adresse1_latitude$adresse1_longitude$adresse1_altitude$adresse1_noaddress$adresse1_parcNaturel_label$adresse1_parcNaturel_idPn$adresse1_organisme$adresse1_organisme_idMdt
Plinmont$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3016$83013$6997$Hoursinne$Hoursinne$Hoursinne$Hoursinne$Erezée$Erezée$Erezée$Erezée$"Grotte Notre-Dame de Lourdes"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$233737,96875$109884,4375$50,29457$5,54271$301,5579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Combes"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place Communale"$2$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$"Administration Communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219691,75$91196,9296875$50,12841$5,34216$386,9344$false$"Hors Parcs"$1$Famenne-Ardenne$35
"LR 27"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Champs Thomas"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade de la Diglette"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place Communale"$2$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$"Administration communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219691,75$91196,9296875$50,12841$5,34216$386,9344$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Al Pire"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1034$83013$6997$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$"Place de Grande-Hoursinne"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234340,640625$109185,3125$50,2882$5,55101$280,22098$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"LR 22"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"La Grande Boucle Chestrolaise (Momentanément inaccessible)"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Moulin Klepper"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226810,40625$59348,62890625$49,84123$5,4353$426,965$true$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"LR 23"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Li Peûre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1059$83013$6997$Mormont$Mormont$Mormont$Mormont$Erezée$Erezée$Erezée$Erezée$"Place de l'Eglise"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$233737,96875$109884,4375$50,29457$5,54271$301,5579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Circuit du Lé Buchan (Momentanément inaccessible)"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Moulin Klepper"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226810,40625$59348,62890625$49,84123$5,4353$426,965$true$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Pédestre L10 - Fond de Pouhou"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Al Coro"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2914$83013$6997$Fanzel$Fanzel$Fanzel$Fanzel$Erezée$Erezée$Erezée$Erezée$"Centre village"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$233737,96875$109884,4375$50,29457$5,54271$301,5579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Circuit des Champs"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Moulin Klepper"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226810,40625$59348,62890625$49,84123$5,4353$426,965$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
Crestelles$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Maboge ancien presbytère"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Refuge$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1034$83013$6997$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$"Hameau de Fanzel - Centre village"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234340,640625$109185,3125$50,2882$5,55101$280,22098$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Circuit du Bois Lahaut"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Moulin Klepper"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226810,40625$59348,62890625$49,84123$5,4353$426,965$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Balade de la Passerelle"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1056$83044$6987$Marcourt$Marcourt$Marcourt$Marcourt$Rendeux$Rendeux$Rendeux$Rendeux$"Rendeux, Marcourt RSI, rue des allartyrs, 25"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232403,28125$100942,453125$50,21438$5,52203$199,05942$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Intinchera$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1059$83013$6997$Mormont$Mormont$Mormont$Mormont$Erezée$Erezée$Erezée$Erezée$"Place de l'Eglise"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$233737,96875$109884,4375$50,29457$5,54271$301,5579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Circuit des Gruserelles"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Moulin Klepper"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226810,40625$59348,62890625$49,84123$5,4353$426,965$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"OS- Borzée - départ Samrée"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Samrée"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"La Fange"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1069$83013$6997$Soy$Soy$Soy$Soy$Erezée$Erezée$Erezée$Erezée$"Chapelle Ris-del-Val"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$231487,6875$108851,1875$50,2856$5,51091$310,31857$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Benasse$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Samrée"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade de l'Ourthe"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1065$83044$6987$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$"Moulin de Bardonwez"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$231809,828125$102437,6328125$50,2279$5,51404$230,05951$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Les Roches"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1069$83013$6997$Soy$Soy$Soy$Soy$Erezée$Erezée$Erezée$Erezée$"Chapelle Ris-del-Val"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$233737,96875$109884,4375$50,29457$5,54271$301,5579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
L'Alu$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Samrée"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade de Ronzon"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3238$83044$6987$Ronzon$Ronzon$Ronzon$Ronzon$Rendeux$Rendeux$Rendeux$Rendeux$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232403,28125$100942,453125$50,21438$5,52203$199,05942$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Balade de la mémoire civile"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue du Monument"$40$$3247$82009$6637$Sainlez$Sainlez$Sainlez$Sainlez$Fauvillers$Fauvillers$Fauvillers$Fauvillers$Cimetière$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$246210,328125$68663,0625$49,92213$5,70728$509,80417$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
Belvâ$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Eglise Samrée"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Balade de la Misbour"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de la Misbour"$375$$992$82009$6637$Fauvillers$Fauvillers$Fauvillers$Feitweiler$Fauvillers$Fauvillers$Fauvillers$Feitweiler$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243349,21875$60506,68359375$49,84927$5,66546$464,39243$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Promenade du Belvédère"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1065$83044$6987$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$"Route de Laroche"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232403,28125$100942,453125$50,21438$5,52203$199,05942$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Trail jaune de Durbuy"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1033$83012$6940$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$228591,1875$114733,609375$50,33887$5,4715$190,43045$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Chapelle St Martin"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1020$82037$6670$Gouvy$Gouvy$Gouvy$Geilich$Gouvy$Gouvy$Gouvy$Geilich$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$262486,78125$98293,953125$50,1856$5,94263$509,52344$false$"Parc naturel des Deux-Ourthes"$9$"Haute Ardenne"$33
"Promenade de Wade les Mollons"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1065$83044$6987$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232403,28125$100942,453125$50,21438$5,52203$199,05942$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Trail rouge de Durbuy"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place aux Foires"$25$$1033$83012$6940$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$227470,9375$116164,15625$50,35188$5,45606$149,27318$false$"Hors Parcs"$1$Famenne-Ardenne$35
"La Hêtraie"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1020$82037$6670$Gouvy$Gouvy$Gouvy$Geilich$Gouvy$Gouvy$Gouvy$Geilich$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$262486,78125$98293,953125$50,1856$5,94263$509,52344$false$"Parc naturel des Deux-Ourthes"$9$"Haute Ardenne"$33
"Trail bleu de Durbuy"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1033$83012$6940$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$228591,1875$114733,609375$50,33887$5,4715$190,43045$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Fond du Paradis"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2894$82037$6671$Courtil$Courtil$Courtil$Courtil$Gouvy$Gouvy$Gouvy$Geilich$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$261417,15625$103128,6953125$50,22926$5,92908$439,75015$false$"Parc naturel des Deux-Ourthes"$9$"Haute Ardenne"$33
"Promenade des Arbres remarquables"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1065$83044$6987$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$"Waharday - Notre-Dame des Champs"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$231809,828125$102437,6328125$50,2279$5,51404$230,05951$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Trail rouge de Marche-en-Famenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de l'Etang"$15$$1055$83034$6900$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$"Maison du Tourisme Famenne Ardenne Ourthe & Lesse"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219601,90625$102442,25$50,22951$5,34297$209,7318$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Bois St-Pierre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3059$82037$6674$Langlire$Langlire$Langlire$Langlire$Gouvy$Gouvy$Gouvy$Geilich$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$254592,484375$100117,234375$50,20344$5,83262$511,05054$false$"Parc naturel des Deux-Ourthes"$9$"Haute Ardenne"$33
"Trail bleu de Marche-en-Famenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de l'étang"$15$$1055$83034$6900$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219601,90625$102442,25$50,22951$5,34297$209,7318$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Hotton HN 01"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Royal Syndicat d'Initiative de Hotton - 4 rue Haute"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226927,390625$106791,8203125$50,2677$5,44651$227,19022$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade de la Grande Virée"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1065$83044$6987$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Rendeux$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232403,28125$100942,453125$50,21438$5,52203$199,05942$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
