nom$estActiveUrn$estActiveUrn_fr$estActiveUrn_nl$estActiveUrn_en$estActiveUrn_de$typeOffre$typeOffre_fr$typeOffre_nl$typeOffre_en$typeOffre_de$adresse1_rue$adresse1_numero$adresse1_boite$adresse1_idIns$adresse1_ins$adresse1_cp$adresse1_localite_fr$adresse1_localite_nl$adresse1_localite_en$adresse1_localite_de$adresse1_commune_fr$adresse1_commune_nl$adresse1_commune_en$adresse1_commune_de$adresse1_lieuPrecis$adresse1_provinceUrn_urn$adresse1_provinceUrn_fr$adresse1_provinceUrn_nl$adresse1_provinceUrn_en$adresse1_provinceUrn_de$adresse1_pays_urn$adresse1_pays_fr$adresse1_pays_nl$adresse1_pays_en$adresse1_pays_de$adresse1_lambertX$adresse1_lambertY$adresse1_latitude$adresse1_longitude$adresse1_altitude$adresse1_noaddress$adresse1_parcNaturel_label$adresse1_parcNaturel_idPn$adresse1_organisme$adresse1_organisme_idMdt
"Trail vert de Marche-en-Famenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de l'étang"$15$$1055$83034$6900$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219601,90625$102442,25$50,22951$5,34297$209,7318$false$"Hors Parcs"$1$Famenne-Ardenne$35
"La Porte Aïve"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Royal Syndicat d'Initiative de Hotton - 4 rue Haute"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226927,390625$106791,8203125$50,2677$5,44651$227,19022$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade des Pins Siamois"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1048$83044$6987$Hodister$Hodister$Hodister$Hodister$Rendeux$Rendeux$Rendeux$Rendeux$"Ancienne école"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232055,609375$118816,5078125$50,3751$5,52105$394,51514$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Le Belvédère"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1033$83012$6940$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$228591,1875$114733,609375$50,33887$5,4715$190,43045$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Fond des Trottes"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Royal Syndicat d'Initiative de Hotton - 4 rue Haute"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$225218,703125$107412,2890625$50,2735$5,42267$227,19022$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Trail jaune/noir de Marche-en-Famenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de l'Etang"$15$$1055$83034$6900$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$Marche-en-Famenne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219601,90625$102442,25$50,22951$5,34297$209,7318$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Le Grand Pouhon"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Place de Menil - rue du la Chapelle"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Sentier de Jalifè et du Pré Sauvage"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue Bi du Moulin"$81$$2869$84033$6860$Chêne$Chêne$Chêne$Chêne$Léglise$Léglise$Léglise$Léglise$"Panneau d'information"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$235768,796875$61862,265625$49,8626$5,56038$427,8828$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Liaison Sud"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"En Maffe"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Royal Syndicat d'Initiative de Hotton - 4 rue Haute"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226927,390625$106791,8203125$50,2677$5,44651$227,19022$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Balade des Moulins"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue Bi du Moulin"$81$$2869$84033$6860$Chêne$Chêne$Chêne$Chêne$Léglise$Léglise$Léglise$Léglise$"Panneau d'information"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$235768,796875$61862,265625$49,8626$5,56038$427,8828$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Etape 6 Neufchâteau - Suxy"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"VIA ARDUINNA-Compostelle"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226810,40625$59348,62890625$49,84123$5,4353$426,965$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Saint Pierre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Eglise de Melreux - rue du Noyer"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226927,390625$106791,8203125$50,2677$5,44651$227,19022$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Balade du Trou du Bois"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de la Mande-Brat"$$$3284$84033$6860$Thibessart$Thibessart$Thibessart$Thibessart$Léglise$Léglise$Léglise$Léglise$"Église Saint-Blaise"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$235361,84375$52804,08984375$49,78123$5,55271$423,61542$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Etape 4.1 La Roche-en-Ardenne - Tenneville"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"VIA ARDUINNA-Compostelle"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Woizin$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Eglise de Marenne - rue du Centre"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226927,390625$106791,8203125$50,2677$5,44651$227,19022$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Etape 3 Manhay - La Roche-en-Ardenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Balade de Wittimont-Gennevaux"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de Luxembourg"$46$$1109$84033$6860$Léglise$Léglise$Léglise$Léglise$Léglise$Léglise$Léglise$Léglise$"Office du Tourisme"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234200,46875$54874,80859375$49,80001$5,53704$397,70395$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
Monteuville$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3137$83028$6990$Monteuville$Monteuville$Monteuville$Monteuville$Hotton$Hotton$Hotton$Hotton$"Monteuville - rue des Enneilles"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Etape 5 Saint-Hubert - Neufchâteau"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1135$84059$6870$Saint-Hubert$Sint-Hubert$Saint-Hubert$Saint-Hubert$Saint-Hubert$Sint-Hubert$Saint-Hubert$Saint-Hubert$"VIA ARDUINNA-Compostelle"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219187,109375$81118,4921875$50,03787$5,33327$439,65607$false$"Hors Parcs"$1$"Forêt de Saint-Hubert"$28
"Balade des Lavoirs"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue des Combattants"$30$$3078$84033$6860$"Les Fossés"$"Les Fossés"$"Les Fossés"$"Les Fossés"$Léglise$Léglise$Léglise$Léglise$"Panneau d'information"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$230204,40625$52844,33984375$49,78231$5,48112$416,78766$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Croix de pierre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2844$83028$6990$Bourdon$Bourdon$Bourdon$Bourdon$Hotton$Hotton$Hotton$Hotton$"Bourdon - rue de la Gare"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Trail vert de Hotton"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue des Vergers"$7$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$227188,84375$107004,8359375$50,26958$5,45022$179,12328$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Balade des 4 Fils Aymon"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de la Gare"$2$$1597$85046$6724$Marbehan$Marbehan$Marbehan$Marbehan$Habay$Habay$Habay$Habay$"Gare SNCB"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234469,59375$46716,0234375$49,72663$5,53899$371,18457$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Les Fontaines"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3157$83028$6987$Ny$Ny$Ny$Ny$Hotton$Hotton$Hotton$Hotton$"Ny - rue des Fontaines"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232403,28125$100942,453125$50,21438$5,52203$199,05942$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Trail jaune de Nassogne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$221629,484375$90258,171875$50,11974$5,36908$444,36935$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Balade des Forges"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de la Gare"$8$$1597$85046$6724$Marbehan$Marbehan$Marbehan$Marbehan$Habay$Habay$Habay$Habay$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234489,03125$46809,69140625$49,72747$5,53928$369,48392$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Bois de Hampteau"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$"Hampteau - Eglise - route de La Roche"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Trail rouge de Nassogne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$221629,484375$90258,171875$50,11974$5,36908$444,36935$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Sentier des Artisans de l'Ardenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"La Cornée"$66$$1099$84043$6840$Grandvoir$Grandvoir$Grandvoir$Grandvoir$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Château de Grandvoir"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222500,0$60754,49609375$49,85441$5,37565$381,86194$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
L'Isbelle$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3157$83028$6987$Ny$Ny$Ny$Ny$Hotton$Hotton$Hotton$Hotton$"Eglise de Ny - Rue des Fontaines"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$232403,28125$100942,453125$50,21438$5,52203$199,05942$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Trail bleu de Nassogne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$221629,484375$90258,171875$50,11974$5,36908$444,36935$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Sentier du Bois d'Ospau"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$Grand-Place$2$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Maison du Tourisme"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226802,09375$59227,5703125$49,84014$5,43516$422,50412$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Champs d'Héblon"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3331$83028$6990$Werpin$Werpin$Werpin$Werpin$Hotton$Hotton$Hotton$Hotton$"Werpin Eglise - rue des Monts"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Trail vert de Nassogne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place Communale"$$$1061$83040$6950$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$Nassogne$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$219691,28125$91233,4140625$50,12874$5,34216$383,79153$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade des Vannettes"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chemin du Lac"$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$"Panneau d'information près de la Brasserie Bô Rivage"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226516,296875$58987,52734375$49,83802$5,43114$389,59897$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Trail vert de Durbuy"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1033$83012$6940$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$Durbuy$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$228591,1875$114733,609375$50,33887$5,4715$190,43045$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Vierge de Werpin"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3331$83028$6990$Werpin$Werpin$Werpin$Werpin$Hotton$Hotton$Hotton$Hotton$"Eglise de Werpin - rue des Monts"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Promenade de Montplainchamps - grande"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Le Sclapé"$7$$3360$84043$6840$Montplainchamps$Montplainchamps$Montplainchamps$Montplainchamps$Neufchâteau$Neufchâteau$Neufchâteau$Neufchâteau$"Église Saint-Bernard"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$225696,75$56962,30859375$49,81992$5,41935$444,05682$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Trail jaune de Hotton"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
Lâvâ$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3138$83028$6990$Monville$Monville$Monville$Monville$Hotton$Hotton$Hotton$Hotton$"Monville - rue du Cossou"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Petite promenade paysagère de la Rosière"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Le Waradeu"$9$$3365$84043$6840$Petitvoir$Petitvoir$Petitvoir$Petitvoir$Neufchâteau$Neufchâteau$Neufchâteau$Neufchâteau$"École communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222407,4375$59677,9453125$49,84474$5,37416$373,54672$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Trail rouge de Hotton"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
Rahet$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1253$83028$6990$Fronville$Fronville$Fronville$Fronville$Hotton$Hotton$Hotton$Hotton$"Eglise de Fronville - rue de l'Eglise"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Lorraine gaumaise - Patrimoine et Paysages"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1195$85011$6823$Villers-devant-Orval$Villers-devant-Orval$Villers-devant-Orval$Villers-devant-Orval$Florenville$Florenville$Florenville$Florenville$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222298,421875$37190,23828125$49,6426$5,36843$280,70773$false$"Parc Naturel de Gaume"$11$Gaume$10
"Balade en forêt"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Le Waradeu"$9$$3365$84043$6840$Petitvoir$Petitvoir$Petitvoir$Petitvoir$Neufchâteau$Neufchâteau$Neufchâteau$Neufchâteau$"École communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222407,4375$59677,9453125$49,84474$5,37416$373,54672$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"La Cornaille"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2907$82014$6663$Engreux$Engreux$Engreux$Engreux$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$247451,28125$89730,578125$50,1113$5,72994$408,07138$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
